Rooms,Type,Price,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
3,h,,14.8,2,1,445,119,2003,Brimbank City Council,Western Metropolitan,2674
2,u,525000,7.7,,,,,,Boroondara City Council,Southern Metropolitan,8920
2,u,555000,7.7,1,1,2685,,,Boroondara City Council,Southern Metropolitan,8920
4,h,,7.7,2,1,557,,,Boroondara City Council,Southern Metropolitan,8920
4,h,3100000,7.7,,,,,,Boroondara City Council,Southern Metropolitan,8920
4,h,,8.4,2,2,981,250,1905,Boroondara City Council,Southern Metropolitan,3265
3,t,1381000,8.4,2,2,230,,,Boroondara City Council,Southern Metropolitan,3265
4,h,2260000,8.4,,,,,,Boroondara City Council,Southern Metropolitan,3265
3,h,,1.6,2,1,129,,,Melbourne City Council,Northern Metropolitan,6786
3,h,1000000,1.6,1,0,96,80,1910,Melbourne City Council,Northern Metropolitan,6786
2,u,720000,1.6,1,1,3481,,,Melbourne City Council,Northern Metropolitan,6786
3,h,,1.6,2,1,157,146,1890,Melbourne City Council,Northern Metropolitan,6786
3,h,1717500,3.5,1,0,202,,,Melbourne City Council,Northern Metropolitan,3106
4,h,2400000,3.5,1,1,163,,,Melbourne City Council,Northern Metropolitan,3106
5,h,,3.5,3,1,884,,,Melbourne City Council,Northern Metropolitan,3106
3,h,1950000,3.5,1,1,309,,,Melbourne City Council,Northern Metropolitan,3106
2,t,817500,10.1,1,1,292,,,Glen Eira City Council,Southern Metropolitan,7822
3,u,,10.1,2,2,305,,,Glen Eira City Council,Southern Metropolitan,7822
5,h,1150000,14.8,5,4,688,490,2006,Melton City Council,Western Metropolitan,7719
3,u,590000,31.2,1,1,179,,,Kingston City Council,South-Eastern Metropolitan,1989
4,h,600000,34.9,,,,,,Frankston City Council,South-Eastern Metropolitan,8060
3,h,,34.9,2,2,412,116,2011,Frankston City Council,South-Eastern Metropolitan,8060
2,h,811000,8.7,,,,,,Glen Eira City Council,Southern Metropolitan,2379
3,h,1520000,7.8,2,2,426,,,Glen Eira City Council,Southern Metropolitan,6923
4,h,1700000,8.7,2,2,627,185,1925,Glen Eira City Council,Southern Metropolitan,5051
2,h,960000,8.7,1,3,294,,,Glen Eira City Council,Southern Metropolitan,5051
4,h,732000,27,2,2,536,202,1985,Kingston City Council,South-Eastern Metropolitan,2076
3,h,800000,17.9,1,1,366,121,1970,Bayside City Council,Southern Metropolitan,9758
3,h,877000,17.9,1,2,533,135,1965,Bayside City Council,Southern Metropolitan,9758
4,h,1255000,17.9,2,4,712,,1960,Bayside City Council,Southern Metropolitan,9758
3,h,900000,17.9,1,2,537,120,1965,Bayside City Council,Southern Metropolitan,9758
2,u,750000,17.9,,,,,,Bayside City Council,Southern Metropolitan,9758
3,h,1199000,17.9,2,2,552,,,Bayside City Council,Southern Metropolitan,9758
4,h,1500000,17.9,2,3,724,,,Bayside City Council,Southern Metropolitan,9758
3,h,786000,27.1,,,,,,Yarra Ranges Shire Council,Eastern Victoria,3789
10,h,2115000,16.7,,,,,,Monash City Council,South-Eastern Metropolitan,5837
3,u,780000,16.7,2,1,318,103,2000,Monash City Council,South-Eastern Metropolitan,5837
3,h,,16.7,1,1,770,,1955,Monash City Council,South-Eastern Metropolitan,5837
4,h,,3.6,1,1,358,,,Yarra City Council,Northern Metropolitan,2954
3,h,,3.6,1,2,346,,,Yarra City Council,Northern Metropolitan,2954
3,h,862500,6.7,1,2,490,,,Darebin City Council,Northern Metropolitan,11204
4,h,1020000,6.7,2,2,441,255,2002,Darebin City Council,Northern Metropolitan,11204
3,t,,6.7,,,,,,Darebin City Council,Northern Metropolitan,11204
2,h,996000,6.7,1,1,476,97,1930,Darebin City Council,Northern Metropolitan,11204
3,h,1160000,6.7,,,,,,Darebin City Council,Northern Metropolitan,3445
4,h,,6.7,,,,,,Darebin City Council,Northern Metropolitan,3445
3,h,,2,1,2,197,,,Yarra City Council,Northern Metropolitan,4553
2,h,1095000,2,1,0,151,88,1900,Yarra City Council,Northern Metropolitan,4553
2,h,,2,1,1,124,78,1900,Yarra City Council,Northern Metropolitan,4553
2,t,750000,2,,,,,,Yarra City Council,Northern Metropolitan,4553
3,h,390000,17.4,,,,,,Hume City Council,Northern Metropolitan,1124
3,h,421000,20.6,,,,,,Hume City Council,Northern Metropolitan,15510
5,h,680000,20.6,3,2,646,199.73,,Hume City Council,Northern Metropolitan,15510
2,h,344700,20.6,,,,,,Hume City Council,Northern Metropolitan,15510
4,h,492000,20.6,2,2,479,166,2009,Hume City Council,Northern Metropolitan,15510
3,h,425000,20.6,2,2,263,165,2008,Hume City Council,Northern Metropolitan,15510
3,h,460000,20.6,,,,,,Hume City Council,Northern Metropolitan,15510
3,h,,20.6,2,2,652,,,Hume City Council,Northern Metropolitan,15510
4,h,,20.6,2,3,392,177,2011,Hume City Council,Northern Metropolitan,15510
2,h,,20.6,,,,,,Hume City Council,Northern Metropolitan,15510
3,u,390000,20.6,,,,,,Hume City Council,Northern Metropolitan,15510
5,h,1711000,23,,,,,,Maroondah City Council,Eastern Metropolitan,11925
3,h,985500,23,1,2,973,,,Maroondah City Council,Eastern Metropolitan,11925
3,h,720000,23,2,2,815,,,Maroondah City Council,Eastern Metropolitan,11925
4,h,860000,23,3,2,907,170,1970,Maroondah City Council,Eastern Metropolitan,11925
3,h,,23,2,2,575,123,1990,Maroondah City Council,Eastern Metropolitan,1705
3,h,408500,14,1,2,584,,,Hume City Council,Northern Metropolitan,2246
3,h,310000,14,1,1,595,,,Hume City Council,Northern Metropolitan,2246
3,h,620000,24.7,1,4,597,,,Greater Dandenong City Council,South-Eastern Metropolitan,10894
4,h,,24.7,2,2,586,,,Greater Dandenong City Council,South-Eastern Metropolitan,8322
3,h,,37.5,1,3,699,,,Moorabool Shire Council,Western Victoria,2992
4,h,650000,14.8,2,2,709,,,Brimbank City Council,Western Metropolitan,6388
2,h,592000,14.8,,,,,,Brimbank City Council,Western Metropolitan,6388
3,h,716000,14.8,1,2,693,,,Brimbank City Council,Western Metropolitan,6388
3,h,645000,14.8,1,2,586,,1990,Brimbank City Council,Western Metropolitan,6388
3,h,588000,21.8,,,,,,Nillumbik Shire Council,Northern Victoria,4258
6,h,,22.2,3,2,570,213,1980,Kingston City Council,South-Eastern Metropolitan,3940
3,h,840000,22.2,2,2,542,,,Kingston City Council,South-Eastern Metropolitan,3940
3,h,801000,22.2,2,1,526,189,1980,Kingston City Council,South-Eastern Metropolitan,3940
5,h,955000,22.2,3,2,619,153,1975,Kingston City Council,South-Eastern Metropolitan,3940
6,h,,12.4,3,2,653,320,1985,Manningham City Council,Eastern Metropolitan,9028
3,u,830000,14.3,,,,,,Manningham City Council,Eastern Metropolitan,10999
3,h,1255000,14.3,2,2,348,,,Manningham City Council,Eastern Metropolitan,10999
4,h,2000000,14.3,,,,,,Manningham City Council,Eastern Metropolitan,10999
3,h,1369000,14.3,1,2,696,,,Manningham City Council,Eastern Metropolitan,10999
4,h,,14.3,3,2,652,,,Manningham City Council,Eastern Metropolitan,10999
3,h,902000,16.1,1,2,649,,,Manningham City Council,Eastern Metropolitan,4790
2,h,,16.1,,,,,,Manningham City Council,Eastern Metropolitan,4790
4,h,,16.1,2,2,965,,,Manningham City Council,Eastern Metropolitan,4790
3,h,,28.8,,,,,,Casey City Council,South-Eastern Metropolitan,3533
2,u,885000,1.3,1,1,1489,,,Melbourne City Council,Northern Metropolitan,3040
4,h,,1.3,2,0,154,,,Melbourne City Council,Northern Metropolitan,3040
2,u,,27,,,,,,Kingston City Council,South-Eastern Metropolitan,2546
3,h,,18,2,2,324,,2012,Banyule City Council,Eastern Metropolitan,6990
4,h,,18,,,,,,Banyule City Council,Eastern Metropolitan,2346
3,h,967500,18,1,2,768,122,1985,Banyule City Council,Eastern Metropolitan,2346
4,h,890000,18,2,2,786,206,1980,Banyule City Council,Eastern Metropolitan,2346
3,h,1800000,7.2,2,2,188,185,2010,Port Phillip City Council,Southern Metropolitan,8989
4,h,,19.6,,,,,,Whittlesea City Council,Northern Metropolitan,10926
2,h,1200000,7.5,1,2,470,,1937,Moonee Valley City Council,Western Metropolitan,9264
2,u,720000,7.5,2,2,1523,,2013,Moonee Valley City Council,Western Metropolitan,9264
2,u,410000,7.5,1,1,0,67,1965,Moonee Valley City Council,Western Metropolitan,9264
3,u,930000,7.5,2,1,223,146,2002,Moonee Valley City Council,Western Metropolitan,9264
2,u,600000,7.5,1,1,132,,,Moonee Valley City Council,Western Metropolitan,9264
4,h,1360000,7.5,,,,,,Moonee Valley City Council,Western Metropolitan,9264
3,h,1390000,7.5,1,2,793,,,Moonee Valley City Council,Western Metropolitan,588
4,h,,5.7,,,,,,Darebin City Council,Northern Metropolitan,2970
2,h,761000,13.1,1,2,665,30,,Hume City Council,Northern Metropolitan,5070
3,h,650000,13.1,1,4,616,94,1960,Hume City Council,Northern Metropolitan,5070
2,u,700000,2.1,1,1,470,65,2007,Yarra City Council,Northern Metropolitan,5825
3,h,,3.6,,,,,,Moreland City Council,Northern Metropolitan,6244
2,h,1275000,3.6,1,0,153,,,Moreland City Council,Northern Metropolitan,6244
2,h,1680000,3.6,1,1,185,,,Moreland City Council,Northern Metropolitan,6244
4,h,1340000,3.4,2,1,302,,1928,Melbourne City Council,Northern Metropolitan,3593
3,h,901000,5.1,,,,,,Maribyrnong City Council,Western Metropolitan,7570
3,t,849500,5.1,,,,,,Maribyrnong City Council,Western Metropolitan,7570
1,u,,5.1,1,0,0,,2007,Maribyrnong City Council,Western Metropolitan,7570
3,h,1071500,15.4,,,,,,Whitehorse City Council,Eastern Metropolitan,4385
3,h,800000,15.4,1,2,617,,1960,Whitehorse City Council,Eastern Metropolitan,4385
3,h,,15.4,2,2,480,,,Whitehorse City Council,Eastern Metropolitan,4385
5,h,,15.4,,,,,,Whitehorse City Council,Eastern Metropolitan,4385
3,h,545000,38,2,2,571,,,Frankston City Council,South-Eastern Metropolitan,17055
3,h,570000,38,1,2,537,118.54,1960,Frankston City Council,South-Eastern Metropolitan,17055
5,h,715000,38,2,1,1424,,,Frankston City Council,South-Eastern Metropolitan,17055
3,h,630000,38,,,,,,Frankston City Council,South-Eastern Metropolitan,17055
3,h,700500,38,,,,,,Frankston City Council,South-Eastern Metropolitan,17055
4,h,1700000,38,,,,,,Frankston City Council,South-Eastern Metropolitan,17055
3,h,860000,38,2,3,4780,,,Frankston City Council,South-Eastern Metropolitan,7566
2,h,,38,1,2,906,,,Frankston City Council,South-Eastern Metropolitan,7566
3,h,653000,12.9,1,2,618,,,Hume City Council,Western Metropolitan,3285
4,h,,7.3,1,3,975,,,Boroondara City Council,Southern Metropolitan,10412
5,h,2862000,7.3,2,3,858,,,Boroondara City Council,Southern Metropolitan,10412
5,h,2180000,7.3,3,2,595,,,Boroondara City Council,Southern Metropolitan,10412
4,h,,7.3,,,,,,Boroondara City Council,Southern Metropolitan,10412
3,t,1610000,7.3,2,2,364,20,,Boroondara City Council,Southern Metropolitan,10412
4,h,2450000,7.3,3,2,910,,,Boroondara City Council,Southern Metropolitan,10412
4,h,2210000,7.3,,,,,,Boroondara City Council,Southern Metropolitan,10412
4,h,2250000,7.3,1,2,1110,,,Boroondara City Council,Southern Metropolitan,10412
4,h,2155000,7.3,,,,,,Boroondara City Council,Southern Metropolitan,10412
3,h,,7.3,2,2,371,215,2002,Boroondara City Council,Southern Metropolitan,10412
3,h,,16.7,,,,,,Monash City Council,Eastern Metropolitan,15321
4,h,,16.7,2,2,944,,,Monash City Council,Eastern Metropolitan,15321
4,h,1420000,16.7,,,,,,Monash City Council,Eastern Metropolitan,15321
5,h,,16.7,5,2,728,412.31,1960,Monash City Council,Eastern Metropolitan,15321
3,u,,16.7,1,1,296,296,1960,Monash City Council,Eastern Metropolitan,15321
3,h,1495000,16.7,,,,,,Monash City Council,Eastern Metropolitan,15321
5,h,,16.7,5,2,705,127,1970,Monash City Council,Eastern Metropolitan,15321
3,t,,16.7,2,1,189,124,2016,Monash City Council,Eastern Metropolitan,15321
3,t,1125000,16.7,,,,,,Monash City Council,Eastern Metropolitan,15321
4,h,995000,16.7,,,,,,Monash City Council,Eastern Metropolitan,15321
3,h,,11.2,1,0,708,110,1950,Moreland City Council,Northern Metropolitan,8870
4,h,,11.2,,,,,,Moreland City Council,Northern Metropolitan,8870
4,h,1100000,11.2,2,2,1017,,,Moreland City Council,Northern Metropolitan,8870
2,h,,11.2,1,2,659,,,Moreland City Council,Northern Metropolitan,8870
3,t,695000,11.2,,,,,,Moreland City Council,Northern Metropolitan,8870
3,h,512000,11.2,1,2,197,96,2003,Moreland City Council,Northern Metropolitan,8870
4,h,820000,12.9,2,2,620,,,Moreland City Council,Western Metropolitan,1071
5,h,1050000,16.1,3,3,616,,1960,Banyule City Council,Northern Metropolitan,8524
3,h,1326000,16.1,1,2,1020,,,Banyule City Council,Northern Metropolitan,8524
3,h,895000,16.1,2,2,1036,132,1954,Banyule City Council,Northern Metropolitan,8524
3,h,730000,16.1,2,2,563,,,Banyule City Council,Northern Metropolitan,8524
5,h,880000,16.1,3,2,789,290,1980,Banyule City Council,Northern Metropolitan,8524
4,h,925000,16.1,2,2,1070,190,1980,Banyule City Council,Northern Metropolitan,8524
3,h,770000,20.4,2,2,775,,,Hume City Council,Northern Metropolitan,4864
4,h,715000,20.4,2,2,680,230,2011,Hume City Council,Northern Metropolitan,4864
4,h,840500,20.4,2,2,494,298.21,2014,Hume City Council,Northern Metropolitan,4864
4,h,810000,20.4,2,3,990,,,Hume City Council,Northern Metropolitan,4864
4,h,1600000,13.8,2,3,633,,1950,Bayside City Council,Southern Metropolitan,5454
3,h,1325000,13.8,1,2,400,,,Bayside City Council,Southern Metropolitan,5454
4,h,3150000,13.8,2,2,743,,,Bayside City Council,Southern Metropolitan,5454
2,t,1285000,13.8,1,1,348,100,1992,Bayside City Council,Southern Metropolitan,5454
2,u,685000,13.8,1,0,0,81,2007,Bayside City Council,Southern Metropolitan,5454
2,u,878000,13.8,1,1,128,,1967,Bayside City Council,Southern Metropolitan,5454
3,u,957000,13.8,2,2,254,113,1994,Bayside City Council,Southern Metropolitan,2356
4,h,1200000,13.8,,,,,,Bayside City Council,Southern Metropolitan,2356
3,h,,33.3,,,,,,Casey City Council,South-Eastern Metropolitan,8256
3,u,862000,5.3,,,,,,Boroondara City Council,Southern Metropolitan,11308
3,t,1236000,5.3,2,2,159,,2000,Boroondara City Council,Southern Metropolitan,11308
5,h,,5.3,2,2,330,229,1930,Boroondara City Council,Southern Metropolitan,11308
3,h,1750000,5.3,2,0,234,,,Boroondara City Council,Southern Metropolitan,11308
2,h,,5.3,1,2,314,,,Boroondara City Council,Southern Metropolitan,11308
4,h,2010000,5.3,3,3,451,,1970,Boroondara City Council,Southern Metropolitan,11308
3,h,2370000,5.3,2,1,362,188,1890,Boroondara City Council,Southern Metropolitan,11308
2,h,,5.3,,,,,,Boroondara City Council,Southern Metropolitan,11308
2,h,1480000,5.3,0,0,241,,,Boroondara City Council,Southern Metropolitan,11308
2,h,1682000,5.3,1,1,264,97,1910,Boroondara City Council,Southern Metropolitan,11308
3,h,,5.3,2,1,0,109.5,1999,Boroondara City Council,Southern Metropolitan,11308
4,h,,6.2,2,2,305,186,1890,Boroondara City Council,Southern Metropolitan,6482
2,h,,6.2,1,1,198,,,Boroondara City Council,Southern Metropolitan,6482
3,h,,6.2,2,1,382,,1960,Boroondara City Council,Southern Metropolitan,6482
2,h,,6.2,1,2,259,88.74,1890,Boroondara City Council,Southern Metropolitan,6482
3,h,,6.2,2,2,522,169,1930,Boroondara City Council,Southern Metropolitan,6482
4,u,915000,8.9,2,2,419,,,Banyule City Council,Eastern Metropolitan,2890
3,t,781000,8.9,2,2,137,,2000,Banyule City Council,Eastern Metropolitan,2890
4,h,,8.9,3,2,706,263,1960,Banyule City Council,Eastern Metropolitan,2890
3,h,,8.8,1,1,650,,,Banyule City Council,Eastern Metropolitan,2947
2,h,875000,8.8,1,3,671,,,Banyule City Council,Eastern Metropolitan,2674
2,u,,16,,,,,,Bayside City Council,Southern Metropolitan,4794
4,h,1300000,16,2,2,604,,,Bayside City Council,Southern Metropolitan,4794
2,u,595000,16,,,,,,Bayside City Council,Southern Metropolitan,4794
4,h,1430000,16,2,1,590,,,Bayside City Council,Southern Metropolitan,4794
3,h,660000,18,2,2,666,193,2002,Brimbank City Council,Western Metropolitan,5556
3,h,480000,18,2,1,320,,,Brimbank City Council,Western Metropolitan,5556
3,h,,18.4,1,1,532,122.6,1984,Wyndham City Council,Western Metropolitan,13830
5,h,965000,12.3,,,,,,Monash City Council,Southern Metropolitan,3145
4,h,2380000,7.8,2,2,778,,,Banyule City Council,Eastern Metropolitan,5549
3,h,1035000,7.8,1,2,585,,,Banyule City Council,Eastern Metropolitan,5549
3,t,975000,7.8,2,1,103,120,1997,Banyule City Council,Eastern Metropolitan,5549
3,h,,7.8,3,2,880,253,1960,Banyule City Council,Eastern Metropolitan,1554
3,h,556000,14,1,1,627,,,Hume City Council,Northern Metropolitan,851
3,h,875000,14.5,1,2,722,,,Brimbank City Council,Western Metropolitan,2339
4,h,670000,15.5,2,2,713,164,1982,Brimbank City Council,Western Metropolitan,3656
4,h,715000,15.5,,,,,,Brimbank City Council,Western Metropolitan,3656
4,h,670100,15.5,,,,,,Brimbank City Council,Western Metropolitan,3656
4,h,700000,15.5,,,,,,Brimbank City Council,Western Metropolitan,3656
3,h,575000,15.5,1,1,307,,1990,Brimbank City Council,Western Metropolitan,3656
4,h,1703000,11.7,,,,,,Brimbank City Council,Western Metropolitan,5629
3,h,1250000,3.4,1,2,340,,,Melbourne City Council,Northern Metropolitan,5263
1,u,395000,3.4,1,1,2592,,,Melbourne City Council,Northern Metropolitan,5263
2,h,840500,3.4,1,0,107,,,Melbourne City Council,Northern Metropolitan,5263
2,u,876000,3.4,2,2,0,74,2015,Melbourne City Council,Northern Metropolitan,5263
3,h,1995000,5.4,1,4,482,,,Boroondara City Council,Southern Metropolitan,10331
6,h,,5.4,4,2,802,369,1920,Boroondara City Council,Southern Metropolitan,10331
4,h,1800000,5.4,,,,,,Boroondara City Council,Southern Metropolitan,10331
2,u,600000,5.4,1,1,847,,,Boroondara City Council,Southern Metropolitan,10331
2,u,797000,5.4,1,2,964,,1960,Boroondara City Council,Southern Metropolitan,10331
3,h,3001000,5.4,1,3,784,,,Boroondara City Council,Southern Metropolitan,10331
3,h,752000,25.2,2,2,552,,,Greater Dandenong City Council,South-Eastern Metropolitan,8459
3,h,685000,26,,,,,,Maroondah City Council,Eastern Metropolitan,4654
3,h,,6.4,1,3,461,,,Maribyrnong City Council,Western Metropolitan,1808
2,u,670000,5.9,,,,,,Stonnington City Council,Southern Metropolitan,394
3,h,705500,16.3,1,4,670,,,Whittlesea City Council,Northern Metropolitan,8279
2,h,685000,16.3,1,2,766,,,Whittlesea City Council,Northern Metropolitan,8279
3,h,560000,16.3,1,1,364,165,1985,Whittlesea City Council,Northern Metropolitan,8279
2,h,511500,16.3,1,2,416,93,1960,Whittlesea City Council,Northern Metropolitan,8279
2,u,360000,16.3,,,,,,Whittlesea City Council,Northern Metropolitan,8279
2,h,645000,16.3,,,,,,Whittlesea City Council,Northern Metropolitan,8279
3,u,,12.7,,,,,,Banyule City Council,Northern Metropolitan,4168
3,h,701000,12.7,,,,,,Banyule City Council,Northern Metropolitan,4168
3,t,810000,6.4,2,2,209,16,,Maribyrnong City Council,Western Metropolitan,3873
3,t,1000000,5.9,,,,,,Stonnington City Council,Southern Metropolitan,4675
6,h,,5.9,,,,,,Stonnington City Council,Southern Metropolitan,4675
4,h,,5.9,3,1,502,,,Stonnington City Council,Southern Metropolitan,4675
3,t,,5.9,,,,,,Stonnington City Council,Southern Metropolitan,4675
4,h,,5.9,,,,,,Stonnington City Council,Southern Metropolitan,4675
3,h,1275000,8.4,2,2,161,,,Stonnington City Council,Southern Metropolitan,8801
3,h,,8.4,2,2,541,163,1930,Stonnington City Council,Southern Metropolitan,8801
3,h,1690000,8.4,1,2,706,,1930,Stonnington City Council,Southern Metropolitan,8801
4,h,,8.4,2,2,545,300,1970,Stonnington City Council,Southern Metropolitan,8801
4,h,3600000,8.4,3,2,552,355,2015,Stonnington City Council,Southern Metropolitan,8801
2,u,,4.3,,,,,,Maribyrnong City Council,Western Metropolitan,4918
3,t,815000,4.3,2,2,198,130,1990,Maribyrnong City Council,Western Metropolitan,4918
2,h,920000,4.3,1,1,575,,,Maribyrnong City Council,Western Metropolitan,4918
3,t,1140000,11.4,,,,,,Glen Eira City Council,Southern Metropolitan,2397
2,h,1172500,11.4,,,,,,Glen Eira City Council,Southern Metropolitan,2397
